OP
Define security safeguards for personal information transfers ; 
Define standard data transfer format ; 
"Draft contract for personal information transfers to third parties ; Inclusion of contractual clauses framing the collection, handling and usage of personal information in agreements with third parties"
"Communicate enterprise policies & applicable regulations to third party ; Inclusion of contractual clauses allowing the enterprise to audit any third party regarding the compliance to policy and guidelines on collection, handling and usage of personal information"
Approve the contract for personal information transfers to third parties ; Personal information transfer contracts are reviewed and approved before any data is disclosed and released to the third party recipient
Attest signed contract for personal information transfer ; 
Audit third party compliance periodically ; Design and implementation of a process that audit third parties compliance with enterprise privacy policy and guidelines
Attest that third party is compliant to personal information transfer contract ; Establishing the ability to formally certify that the third party is compliant to personal information transfer contract
Complete written agreement for transferring control of personal information to a third party ; Creating and finalising a written agreement that governs the transfer of control of personal information to a third party
Implement PI data transfer between parties SLA ; 
"Define, approve, and review PI data transfer SLA ; "
"Review, update, and attest SLA validity ; "
Design technical mechanisms to extract personal information from systems ; 
Extract personal information for portability request ; 
Obtain agreement (from authorities) to release personal information ; 
Define roles and responsibilities for international PI transfer oversight ; 
Assess whether PI transfer is outside the geographical scope of regulation ; 
Assess whether PI is necessary to fulfill transfer purposes ; 
Assess whether adequacy decision applies to transfer ; 
Assess whether appropriate safeguards are implemented for PI transfer ; Evaluating and assessing the appropriateness and level of security of the safeguards implemented for a PI transfer
Assess whether exception applies to transfer ; 
International transfer of personal information ; 
Demonstrate lawful international PI transfer ; 
Attest that standard data transfer format usage is used ; Establishing the ability to formally certify the usage of standard data transfer format
"Provide contact information of the designated individuals responsible for the protection of personal information to the Commissioner ; Develop and maintain a comprehensive register of confidentiality incidents to systematically log any breaches of data confidentiality and the corresponding measures taken to address them. This register serves as a central repository for documenting and tracking incidents related to the unauthorized disclosure or access of sensitive information. Each incident is recorded with pertinent details, including the nature of the breach, the affected information, individuals involved, date, and time of occurrence, and actions taken to mitigate the breach or prevent future occurrences."
"Create a register of confidentiality incidents to log breaches and measures taken ; Establish a register of confidentiality incidents to systematically log any breaches of confidentiality and the measures taken to address them. The register should serve as a central repository for documenting and tracking incidents related to the unauthorized disclosure or access of confidential information. Each incident should be recorded with relevant details, including the nature of the breach, the affected information, the individuals involved, the date and time of the incident, and any actions taken to mitigate the breach or prevent future occurrences. The register should also capture any follow-up activities, such as investigations, remedial actions, and communication with affected parties."
Assess privacy-related factors before disclosing personal information ; Evaluating and assessing privacy-related factors and regulatory implications prior to disclosing personal information
Assess sensitivity of information to be disclosed ; Evaluating and assessing the sensitivity of information to be disclosed
Assess purposes for which PI is to be used once disclosed ; Evaluating and assessing the context and purpose for which PI is to be used once disclosed
Assess protection measures that will be applied to PI once disclosed ; 
Assess the applicable legal framework in the state where PI is to be disclosed ; 
Complete written agreement for release of personal information without consent of the person concerned ; Creating and finalising a written agreement that governs the release of personal information by the organisation to a third party without obtaining the consent of the data subjects
Conduct privacy impact assessment for the release of personal information without consent of the person concerned ; Conduct a thorough privacy impact assessment (PIA) when considering the release of personal information without the explicit consent of the individual concerned. The PIA process involves a systematic evaluation of the potential privacy risks and impacts associated with such release. This assessment aids in identifying and addressing any privacy concerns while ensuring compliance with relevant privacy laws and regulations.
"Complete written agreement for release of personal information outside of Quebec ; Before releasing personal information outside of Quebec, ensure the completion of a written agreement between the parties involved. This written agreement should outline the specific terms, conditions, and safeguards for the handling and protection of the personal information during its transfer and use. The agreement serves as a contractual mechanism to safeguard the privacy rights of individuals and establish clear expectations for the recipient's handling of the disclosed information."
"Conduct privacy impact assessment for personal information used for study or research purposes without consent of the person concerned ; Prior to using personal information for study or research purposes without obtaining consent from the concerned individuals, conduct a comprehensive privacy impact assessment (PIA). The PIA process involves a systematic analysis of the privacy implications and potential risks associated with such use. The assessment aims to identify and mitigate any privacy concerns, ensuring that the study or research is conducted in compliance with applicable privacy laws and ethical considerations."
"Conduct privacy impact assessment for personal information collected as part of a survey ; Whenever personal information is collected as part of a survey, perform a thorough privacy impact assessment (PIA) to assess potential privacy risks and impacts. The PIA process involves a detailed analysis of how the collected information will be handled, stored, and used. By identifying and addressing privacy concerns proactively, this assessment ensures that the survey data is collected and managed in a privacy-compliant manner, safeguarding the rights and privacy of survey respondents."
"Conduct privacy impact assessment for the release of personal information outside of Quebec ; Prior to releasing personal information outside of Quebec, conduct a comprehensive privacy impact assessment (PIA). This assessment involves an in-depth examination of the privacy implications and potential risks associated with such data transfer. By understanding and mitigating any privacy concerns, the PIA process ensures compliance with privacy laws and establishes appropriate safeguards for protecting the personal information during its transfer and subsequent use."
"Conduct privacy impact assessment for technology applications that use personal information ; For technology applications that involve the use of personal information, conduct a thorough privacy impact assessment (PIA). The PIA process assesses the privacy risks and implications associated with the technology application. By identifying and addressing potential privacy concerns, the assessment ensures that the technology application is designed and implemented in a privacy-compliant manner, protecting the confidentiality and privacy of individuals' personal information."
"Communicate to individuals the right to opt-out from PI transfer outside of Quebec ; Inform individuals and provide them with a valid opportunity to opt-out  from the transfer of their personal information, and, if necessary, to have that information deleted"
"Establish mechanisms to process requests to opt-out from personal information transfers outside of Quebec ; Process opt-out  from the transfer of personal information requests, and record/document the actions taken and subsequent outcome"
"Assess privacy-related factors before disclosing PI without consent ; Before disclosing personal information without the explicit consent of the individual concerned, conduct a thorough privacy impact assessment (PIA). This assessment involves a comprehensive evaluation of the privacy-related factors surrounding the disclosure. By systematically examining potential privacy risks and impacts, the PIA process helps ensure that the disclosure is compliant with privacy laws and regulations and that appropriate measures are in place to protect the privacy of the individuals whose information is being disclosed."
"Assess whether intended objective can be achieved with de-identified information ; When considering the use of de-identified information to achieve a specific objective, conduct an assessment to determine whether the intended goal can be effectively accomplished using such data. This assessment involves evaluating the sufficiency and appropriateness of the de-identified information to meet the intended purpose while safeguarding the privacy of individuals. By ensuring that de-identification methods are robust and effective, this practice helps protect sensitive personal information from unauthorized use and disclosure."
"Assess whether obtaining consent from person concerned is reasonable ; Before seeking consent from the person concerned for the use of their personal information, conduct a reasonableness assessment. This assessment involves considering the circumstances and context surrounding the data collection or usage to determine whether obtaining consent is a reasonable expectation. By ensuring that consent is obtained in a fair and transparent manner, this practice upholds individuals' privacy rights and ensures compliance with privacy regulations."
"Assess whether intended objective outweighs impact of releasing PI without consent ; Before proceeding with the release of personal information without consent, conduct an assessment to determine whether the intended objective outweighs the potential impact of releasing such information without explicit consent. This assessment involves carefully evaluating the benefits and risks associated with the disclosure, taking into account privacy considerations. By striking a balance between the intended objective and privacy impact, this practice ensures that decisions regarding the release of personal information are made responsibly and ethically."
"Assess whether PI will be used in a manner to ensure its confidentiality ; Before using personal information for any purpose, conduct an assessment to ensure that appropriate measures are in place to maintain its confidentiality. This assessment involves evaluating the controls, safeguards, and security measures in place to protect the privacy of the information. By verifying that the data will be used in a manner that ensures its confidentiality, this practice helps safeguard sensitive personal information from unauthorized access, use, or disclosure."
Create a personal information retention schedule ; Definition of a personal information retention schedule exists that is compliant with the applicable regulations
Deploy PI retention controls ; Definition and enforcement of a process and R&R to manage the PI retention controls implementation (in processes or systems) to ensure data is purged according to the prescribed retention period
Review personal information retention schedule periodically ; Capability to ensure that the retention of personal information is reviewed on a regular basis and elimination takes place when required
Attest that personal information retention is limited to processing purposes ; Establishing the ability to formally certify that personal information retention is limited to processing purposes
Document personal information retention schedule for project ; Definition of a personal information retention schedule exists that is compliant with the applicable regulations
Assess whether retention schedule requires modification ; Process to assess periodically if the defined PI retention schedule should be modified
Modify personal information retention period for new requirements ; Capability to ensure that the defined personal information retention schedule is revised and updated accordingly on a regular basis or when applicable regulations are modified
Modify PI retention schedule when new business terms are created or used ; Capability to ensure that the defined personal information retention schedule is revised and updated when new PI data (business terms) are collected or used
"Approve the modifications to PI retention schedule ; Process and responsibilities definition and enforcement for personal information retention schedule modifications (reasons, period)  approval by the designated person based on their decision rights"
"Communicate modification of PI retention schedule to data subject ; Process, responsibilities and tools definition and enforcement for clearly communicating to data subjects any modifications made to the retention of their PI"
Store all PI that permits identification of person concerned ; 
Store all PI relevant to decision-making concerning a person ; 
Review personal information retention periodically ; 
Operationalize identification of PI that has fulfilled its purpose ; Ability to identify and tag which Personal Information has fulfilled purpose or retention schedule
Destroy (or anonymize) personal information ; Establishment of a capability to purge personal information based on the retention period / Establishment of a capability to anonymize personal information
Demonstrate that personal information is properly destroyed ; Establishing the ability to formally certify that personal information has been properly and completely destroyed
Transmit confirmation that personal information is properly destroyed ; Communicate to the individual a formal message/attestation confirming that their personal information has been properly and completely destroyed
"Attest that the analytics project is compliant with the ""Ethic Guidelines for Retention of Ethical sensitive Data"" ; "
Periodically review and update privacy management directives ; Definition of privacy risks taxonomy including data risks events / scenarios integrated within enterpise risk framework
Audit privacy management directives ; 
Audit operational compliance to privacy management directives periodically ; Implementation of a process that audit periodically the compliance to the defined PI handling rules
Monitor processing purposes for collecting PI ; 
Verify lawful processing of personal information periodically ; 
Demonstrate lawful processing of personal information ; 
Periodically review personal information required to fulfill specified purposes ; 
Demonstrate that processing of special categories of PI is permitted by law ; 
Monitor special categories of personal information usage ; 
Attest that unconsented data collection is permitted by law ; Establishing the ability to formally certify that unconsented data collection is permitted by law
Establish mechanisms to demonstrate that processing of personal information without consent or knowledge is permitted by law ; Establishing the ability to formally certify that the processing of personal information without consent or knowledge is permitted by law
Attest that personal information transfer without knowledge or consent is permitted by law ; Establishing the ability to formally certify that personal information transfer without knowledge or consent is permitted by law
Demonstrate that disclosure of personal information without consent or knowledge is permitted by law ; Establishing the ability to formally certify that disclosure of personal information without consent or knowledge is permitted by law
Record situations where personal information was disclosed without consent ; Documenting and maintaining a record of all situations where PI was disclosed without consent as well as the reasons and justification for the disclosure
"Notify data subject of personal information disclosure without consent or knowledge ; When disclosing personal information without the data subject's consent, a notification is immediately sent to the concerned individual informing them of the personal information disclosure and the purposes for doing so"
Establish guidelines and procedures to handle PI requests from external organizations ; Establishing and documenting the various guidelines and procedures for handling personal infomation requests from external organizations
Establish privacy breach management processes ; Definition of procedures and reporting requirements that must be followed in the event of a privacy breach
Implement privacy breaches remediation plans and procedures ; Implementation of procedures & reporting requirements that must be followed in the event of a privacy breach
"Establish enterprise privacy breach response policies and procedures ; Develop comprehensive privacy breach response policies and procedures at the enterprise level to effectively address and manage privacy breaches. These policies and procedures outline the organization's approach to identifying, responding to, and mitigating privacy breaches that may occur across various systems and processes involving personal information."
Define privacy breach containment strategies ; 
Establish preliminary assessment procedures ; 
Establish full assessment procedures ; 
Define privacy breach reporting structure ; 
Define privacy breach reporting procedures ; 
Establish third party coordination processes for privacy breach management ; Defining and establishing procedures to facilitate collaboration and the coordination of efforts in response to a privacy breache that involves third parties or external entities
Define mitigation strategies for privacy breach ; Developing and implementing processes and procedures to mitigate a potential privacy breach
Implement mitigation strategies for privacy breach ; Establishing and implementing a strategy to mitigate and address the impacts of the privacy breach
Define required prevention strategies for privacy breach ; 
"Implement prevention strategies for privacy breach ; Develop and implement measures to protect privacy and prevent future breaches, capitalizing on lessons learned"
Attest that Privacy breach prevention strategy is implemented ; 
Analyze privacy breach trends periodically ; 
"Define mitigation strategies for privacy breach impacts ; Developing and implementing processes and procedures to minimize and mitigate the consequences of a privacy breach, in order to protect affected individuals and uphold legal compliance in case of a privacy incident."
Identify breach scope and type ; 
Implement processes and procedures to contain a privacy breach ; Establish and implement processes and procedures to quickly address a privacy breach to limit and mitigate the impact
Complete Preliminary Breach Report ; 
Assess personal information involved in breach ; 
Assess cause and extent of the breach ; Investigate and determine the causes of the breach and assess its extent
Identify individuals affected by breach ; 
Identify source of breach ; 
Assess foreseeable harm from a breach ; 
Complete Privacy Breach Report ; 
Complete sample notification messages ; 
Assess sensitivity of breached information ; Capability to ensure that a an assessment of the sensitivity of the PI that has been intentionaly or accidentaly accessed to in case of a breach
Assess anticipated consequences of the use of breached PI ; Capability to ensure that an impact assessment of a privacy breach is conducted
Determine risk of injury to a person whose PI is concerned by breach ; Capability to ensure that the risk of injury to a person whose PI is concerned by breach is evaluated
Establish process for determining overall risk of injury to a person whose PI is concerned by breach ; Defining procedures and processes for assessing the risk of injury to a person whose personal information is concerned by a confidentiality incident
Establish privacy breach reporting requirements ; Definition of content and form for privacy breach reporting to regulatory authority
Draft privacy breach sample notification messages ; 
Establish privacy breach record ; 
Escalate privacy breach detection ; 
"Communicate data breach detection to involved third parties ; Detected data breachs are communicated to affected third parties, including but not limited to data owners and data subjects"
Communicate data breach detection to supervisory authority ; Definition and enforcement of mechanisms to notify appropriate regulatory authorities of a PI breach within prescribed delays
"Communicate privacy breach report to supervisory authority ; Definition and enforcement of mechanisms to communicate the breach report to the appropriate regulatory authorities, within prescribed delays"
Notify any person or body that could reduce risk of injury ; 
Record communications of information when notifying third party of breach ; Ability to document and store the chain of communications when notifying a data subject and / or a regulatory authority of a privacy breach
Notify internal stakeholders of privacy breach ; Definition and enforcement of mechanisms to notify internal stakeholders of a (possible) PI breach within prescribed delays
Define privacy breach notification to data subject requirements ; Definition of content and form for privacy breach reporting to data subject
Notify any person whose PI is concerned by the data breach of data breach ; Definition and enforcement of mechanisms to notify data subjects of a breach of their personal information
Record every data breach incident upon discovery ; Documenting and recording data breach incedents
"Communicate register of privacy breaches to supervisory authority ; Establish the processes and procedure to communicate, upon request, the data breach record to supervisory authority"
"Establish and maintain a register of all privacy breaches ; Maintaining a record of every privacy breach for as long as required by laws, regulations and/or policies"
Define guidelines and procedures to manage personal information inventory ; 
"Establish a data quality metric for data maintained in personal information files ; Develop and implement a data quality metric specifically tailored for the personal information files maintained by the organization. The data quality metric should define the criteria and standards used to assess the accuracy, completeness, consistency, and timeliness of the personal information stored in these files. Regular data quality assessments will be conducted against the established metric to identify any data discrepancies or issues that may require corrective actions."
Inventory of personal information collected and processed ; Establish and maintain an inventory of personal information that has been or is intended to be used in making decisions concerning individuals
Identify types of information required to collect by law ; 
Classify categories of collected personal information ; 
"Create a personal information file ; Establish a standardized process for creating and maintaining personal information files within the organization. This operating practice involves defining the necessary information to be included in each personal information file, such as the purpose of data collection, the types of personal information to be collected, the source of information, and any applicable retention periods."
"Establish a process to provide access to personal information file inventory ; Creating and establishing processes for granting individuals access to their personal information file inventory, enabling them to review the collected data"
"Create register for all personal information released for research and statistics purposes ; Develop a centralized register to log all instances where personal information has been released for research and statistical purposes. The register should capture details such as the purpose of data release, the specific information shared, the recipients of the information, the date of release, and any applicable legal or regulatory requirements for disclosure."
"Create register for agreements between public bodies ; Establish a comprehensive register to document all agreements between the organization and other public bodies related to the sharing or exchange of personal information. The register should contain information about the involved parties, the scope of the agreement, the purpose of data sharing, any restrictions or conditions, and the duration of the agreement."
"Create register for all uses of personal information without consent ; Develop a centralized register to record and monitor instances where personal information is used without obtaining explicit consent from the individuals concerned. This register will capture essential details, including the purpose of data usage, the specific information utilized, the responsible parties, and any legal or regulatory justifications for using the information without consent. The register will facilitate transparency and accountability in the organization's data handling practices and ensure compliance with applicable privacy laws and regulations."
Define guidelines and procedures to manage personal information banks (PIB) ; Establishing and documenting the various guidelines and procedures for managing personal information banks (PIB)
Create a Personal Information Banks (PIB) ; Creating Personal Information Banks to store and organise personal information for access and retrieval
Identify elements to be included in PIB ; 
Periodically publish PIB Index ; 
"Request TBS for PIB registration, update and termination ; The registration of new PIBs or the termination of existing ones must be performed through a request to the Treasury Board of Canada Secretariat (TBS)"
Approve the new or substantially modified PIB ; 
Attest sound development of PIB ; 
Request TBS for Exempt Bank registration & termination ; 
"Update existing Personal Information Bank (PIB) ; Update of existing PIB description, based on triggering factor, to include new uses and disclosures"
"Communicate new uses and disclosures not reflected in a PIB ; Communicate to internal stakeholders any new use, purpose or disclosure of personal information"
"Establish mechanisms for the documentation of new and consistent uses to be updated in PIB ; Establishing procedures and mechanisms for documenting and maintaining a record of all new uses of personal information, as well as any consistent uses that are not reflected in the PIB"
Notify Privacy Commissioner of Canada on all new or consistent uses of PI ; Establishing processes to notify the  Privacy Commissioner of Canada  of all new uses of personal information
Monitor compliance to the Directive on Privacy Practices ; Establishing processes and procedures to periodically verify and report on project compliance to the Directive on Privacy Practices
Identify data elements to be included in a PIB ; Determining the necessary and/or required business terms (data) to be included in a PIB
Define guidelines for documenting personal information (PI) processing ; Establishing and documenting the various guidelines for the documentation of personal information (PI) processing
Define roles and responsibilities for the maintenance of processing activities record ; 
Record name & contact details of controller and other relevant executives ; 
"Create a Record of processing ; Documenting personal information processing, including a description of the purpose of collection and use, as well as any disclosure"
Record purposes of the PI collection and processing ; Ability to document the purpose for collecting/processing/using Personal Information
Record categories of recipients to whom PI has been/will be disclosed ; Documenting and recording the categories of recipients to whom PI has been/will be disclosed
Record transfers of PI to third parties ; Documenting and recording transfers of PI to third parties
"Record transfers of personal information to a third country/international organisation and document suitable safeguards ; Documenting and recording transfers of personal information to a third country or international organisation, and documenting the safeguards"
Record envisaged time limits for erasure of different categories of PI ; Documenting and recording of the intended/expected time limits for erasure of different categories of PI
Provision of personal information processing record to supervisory authority ; 
Provision of personal information processing record to data subject ; 
Define data protection impact assessment process ; 
Define roles & responsibilities to conduct data protection impact assessment ; 
Identify processing operations that require a data protection impact assessment ; 
Assess necessity and proportionality of processing operations in relation to purposes ; Ability to assess the need and the relevance for using personal information in specific processing operations
"Assess risks to rights and freedoms of data subjects caused by processing operations ; Capability of conducting a PIA (PI impact assessment) to ensure that there is a clear understanding of the privacy issues and risks associated with a new or changing business initiative, process, product, or service."
Periodically review whether processing is in accordance with data protection impact assessment ; 
Define data protection risks and create mitigation plan. ; Develop a plan to identify and mitigate potential data protection risks. Evaluate current security measures and develop additional safeguards to reduce the risk of data loss or misuse.
"Establish a data protection risk assessment mechanism ; Establish a process to regularly assess and document potential data protection risks, such as unauthorized access, data breaches, and privacy issues."
Establish practices for protecting and managing personal information aligned to the Directice on Privacy Practices ; Work with other department officials to establish procedures for protecting and managing personal information to comply with the Directive on Privacy Practices.
"Develop plan to identify, mitigate, and comply with data privacy and security risks aligned to the Directive on Privacy Impact Assessment ; Develop and establish plan to Identify, document, and reduce information/data security risks and comply with Directive on Privacy Impact Assessment."
"Develop a comprehensive data protection risk mitigation process ; Create a process for identifying, assessing, and mitigating data protection risks, covering both technical and administrative measures."
Establish IT Security Requirements practices following security control procedures ; Establish practices for the protection of departmental information systems aligned with the Directive on Security Management and the Standard on Security Categorization
"Establish a plan for responding to data protection incidents ; Create a plan to respond to data protection incidents, including steps such as identifying the incident, evaluating the incident, and taking corrective actions."
Establish mechanism for alignment with Directive on Security Management and the Standard on Security Categorization ; Establish practices for the protection of departmental information systems aligned with the Directive on Security Management and the Standard on Security Categorization
"Establish mechanism for alignment with the Directive on Privacy Impact Assessment ; Establishing practices to identify, evaluate, record, and take action to mitigate potential privacy risks associated with the implementation of the Directive on Privacy Impact Assessment (DPIA) in order to ensure the protection of individuals' personal data."
"Identify lead government institution for program or activity ; Identify and designate the lead government institution for multi-institutional Privacy Impact Assessments (PIAs) based on its primary control over the personal information or authority for initiating the program or activity, unless otherwise established by an arrangement or agreement."
"Determine lead institution for common programs or activities ; Determine the lead government institution for common programs or activities that are relevant to all government institutions, in the absence of factors related to primary control or initiating authority. The lead institution will be the one responsible for delivering the program or activity across government, serving as the contracting authority, or holding policy authority, unless otherwise established by an arrangement or agreement."
"Establish interdepartmental committee for program or activity ; Establish an interdepartmental committee comprising key stakeholders, including legal and policy authorities, to facilitate the coordination and consideration of privacy implications for new programs or activities that have government-wide impact."
"Select approach for PIA completion and approval ; Determine and document the most appropriate approach for completing and approving the Privacy Impact Assessment (PIA) in support of the program or activity, taking into account the approval processes of the institutions involved and ensuring full coverage of the program or activity's privacy implications. In cases of joint programs or activities, prioritize the use of an overarching or multi-institutional PIA."
"Establish format for PIA ; Determine and establish an appropriate format for the Privacy Impact Assessment (PIA) that aligns with the specific business needs, internal reporting requirements, and broader risk management activities of the government institution."
"Document PIA requirements and triggers ; Establish a comprehensive documentation of the requirements and triggers for conducting Privacy Impact Assessments (PIAs). This includes identifying the circumstances or events that necessitate a PIA, such as the implementation of new programs or activities involving the collection, use, or disclosure of personal information. Additionally, document the specific requirements and criteria that determine when a PIA is required, ensuring clarity and consistency in the PIA process."
"Establish PIA process ; Establishing a process for conducting Privacy Impact Assessments (PIAs) to evaluate the potential impact of new or modified projects, programs, or systems on individuals' privacy and to identify and mitigate privacy risks. This process includes determining when a PIA is necessary, identifying the scope and objectives of the assessment, conducting the assessment, documenting the findings, and implementing the necessary measures to mitigate identified risks."
"Define roles and responsibilities for PIA process ; Define and assign clear roles and responsibilities for the PIA process to ensure effective execution and accountability. This includes identifying individuals or teams responsible for initiating, conducting, and reviewing PIAs, as well as their specific duties and obligations throughout the process. Roles may include PIA coordinators, data owners, privacy officers, legal advisors, and other relevant stakeholders."
Draft preliminary analysis questionnaire ; 
Define guidelines and procedures to analyze PI processing project ; 
Establish privacy analysis checklist ; 
Define guidelines to conduct PIAs ; 
Define third Parties Contract Requirements regarding PIA ; 
Define guidelines and procedures to report PIA ; 
Train personnel to conduct PIA ; 
"Analyze personal information to be used for program or activity ; Conduct a comprehensive analysis of the personal information to be collected and used for the designated program or activity, identifying each element and associated sub-elements, and determining the appropriate methods of recording and storage."
Assess necessity of personal information for project purpose ; Evaluating and assessing the necessity of personal information access and use in the context of the project
Assess sensitivity of personal information to be used in project ; Evaluating and assessing the sensitivity of personal information to be accessed and used in the context of the project
Complete preliminary analysis questionnaire ; 
Assess whether executing a PIA is required ; Determine whether the project will process personal information to understand privacy impact assessment necessity
"Approve/decide on the need to execute a full PIA (in a specific context) ; Decision is made, approved and documented concerning whether or not a PIA needs to be executed in the context of the program or activity"
"Define PIA scope for the project ; Determining and defining the scope and boundaries of a Privacy Impact Assessment (PIA) necessary for the project's context, establishing a clear focus for assessing privacy risks and ensuring that the PIA covers all relevant aspects of the project having privacy implications"
Compile relevant project information ; Compilation of all project-related documentation that is relevant in assessing the privacy risks and impacts of the project
Analyze relevant project business processes ; 
Analyze privacy implications of the project technology ; Documenting all technology-related components of the project as well as evaluating and assessing the privacy implications of such technology
Analyze personal information flows in the project ; Identification of the personal information involved and analyses of the flow of the personal information through the various processes and technologies of the project
Approve the project analysis documentation ; 
"Approve completed PIA report ; Review and approve the completed Privacy Impact Assessment (PIA) report, ensuring compliance with the established process within the government institution."
Publish approved PIA report ; Make the designated sections of the approved core Privacy Impact Assessment (PIA) report available to the public in accordance with established procedures and requirements.
"Identify compliance gaps and privacy risks ; Identification and documentation of the project's compliance gaps with respect to established laws, regulations and policy, as well as the privacy risks"
Conduct a Privacy Impact Assessment ; Conducting a Privacy Impact Assessment and recording the results and outcomes
"Assess privacy risks in project ; Evaluating and assessing the privacy risks and impacts, as per the context of the project"
Define mitigation strategies for privacy impacts ; 
"Assess need for additional documentation and risk mitigation ; Establish a process to determine, in consultation with the official responsible for section 10 of the Privacy Act, whether additional documentation or analysis is required based on the completed core Privacy Impact Assessment (PIA). This assessment includes evaluating the identified high-level risks and determining if further elaboration on specific risk mitigation is warranted. When high-level risks are identified, the process should include the requirement for additional documentation, such as mitigation plans or strategies, to address and mitigate those risks effectively."
Assess the effectiveness of mitigation plans ; 
Define action plans for privacy impacts ; 
Produce the PIA report ; Produce a formal report documentation the recorded results and outcomes on the privacy impact assessment
Obtain endorsement for PIA report ; Obtaining endorsement or sign-off from appropriate stakeholders prior to sending the privacy impact assessment for formal approval
Communicate PIA report to relevant stakeholders ; Privacy impact assessment reports are communicated to relevant internal and external stakeholders
Communicate approved core PIA to TBS and OPC ; Establish a process to simultaneously provide the approved core Privacy Impact Assessment (PIA) to the Treasury Board Secretariat (TBS) and the Office of the Privacy Commissioner. This includes preparing the necessary documentation and submitting the approved PIA to both entities in a timely manner as per the established procedures and requirements.
"Review and approve the PIA ; The recorded results and outcomes on the privacy impact assessment are reviewed, validated and approved"
Update PIA for new privacy impacts (Triggered) ; 
Communicate categories of PI collected concerning data subject ; 
Communicate categories of PI sold concerning data subject ; 
Communicate categories of third parties to whom PI was sold ; 
Communicate categories of PI disclosed for business purposes ; 
Record categories of PI sold ; 
Record categories of third parties to whom PI is sold ; 
Record categories of PI disclosed for business purpose ; 
Communicate to data subject the right to opt-out from PI sale ; 
Establish opt-out mechanisms for PI sale ; 
Detect opt-out from PI sale ; 
Prohibit the sale of PI following opt-out ; 
Demonstrate that PI sale is prohibited following opt-out ; 
Review opt-out compliance periodically ; 
Establish opt-in mechanisms for PI sale ; 
Validate identity for opt-in option ; 
Communicate opt-in option to data subjects concerning decisions based on automated processing ; 
Detect opt-in for PI sale ; 
Demonstrate that PI sale is permitted following opt-out ; 
Demonstrate that purchased PI is not sold without consent or knowledge ; 
Communicate sale intention to data subject ; 
Demonstrate data subject knowledge for PI sale ; 
Define requirements regarding selling Personal Information ; 
Define guidelines and procedures regarding financial incentives provided in exchange for PI ; 
Define requirements for purchasing Personal Information ; 
"Understand and manage legal and regulatory requirements regarding cybersecurity, including privacy and civil liberties obligations ; Process to perform periodically a review of applicable privacy laws and regulations and a gap assessment between those requirements and enterprise security, cybersecurity and privacy policies and guidelines"
"Establish and communicate an enterprise information security policy ; Definition and enforcement of mechanisms to establish, maintain and disseminate cybersecurity and security policies, standards and procedures."
"Coordinate and align cybersecurity roles and responsibilities with internal roles and external partners ; Definition and enforcement of mechanisms to assign responsibilities (internal and external) to manage, coordinate, develop, implement and maintain an enterprise-wide security program"
"Ensure governance and risk management processes address cybersecurity risks ; Definition and enforcement of mechanisms to ensure that cybersecurity risks are included in the security risk framework:  ? Assumptions affecting risk assessments, risk response and risk monitoring;  ? Constraints affecting risk assessments, risk response and risk monitoring;  ? The organizational risk tolerance; and  ? Priorities and trade-offs considered by the organization for managing risk."
Define enterprise information security principles ; …
"Establish a data security policy to protect personal data ; Develop a security policy designed to protect personal information. The policy includes guidelines and processes for collecting, storing, processing and transferring personal information, in addition to procedures for responding to data and privacy breaches as well as other security incidents"
Identify and communicate the organization’s role in the supply chain ; ID.BE-1
Identify and communicate the organization’s place in critical infrastructure and its industry sector ; ID.BE-2
"Establish and communicate priorities for organizational mission, objectives, and activities ; Definition and enforcement of mechanisms to define, maintain and communicate the context of its business model, the mission and objectives of the organization."
Establish dependencies and critical functions for delivery of critical services ; ID.BE-4
"Establish resilience requirements to support delivery of critical services for all operating states ; Definition and enforcement of mechanisms to identify and document the critical systems, applications and services that support essential missions and business functions as well as defining Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs)."
